title,company,location,experience,salary,skills,date_posted,company_rating,company_reviews,role_searched,scraped_date,job_url
Agentic AI Engineer,Tech Mahindra,"Hybrid - Hyderabad, Pune, Bengaluru",4-9 Yrs,15-30 Lacs PA,"Agentic Ai, AWS, Python, Retrieval Augmented Generation, Artificial Intelligence, Generation",3 weeks ago,3.3,44235  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-agentic-ai-engineer-tech-mahindra-hyderabad-pune-bengaluru-4-to-9-years-150626004220
CT-NITRO-Experimental AI Engineer,EY,Bengaluru,12-15 Yrs,Not Disclosed,"Business communication, Consulting, Predictive modeling, Data mining, Open source, Information technology, Analytics, Modeling",3+ weeks ago,3.4,15004  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ct-nitro-experimental-ai-engineer-ernst-young-bengaluru-12-to-15-years-300126503104
Lead AI Engineer,Dentsu Webchutney,Bengaluru,2-4 Yrs,Not Disclosed,"algorithms, python, natural language processing, unit testing, neural networks, machine learning, artificial intelligence, sql",2 weeks ago,2.9,32  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-lead-ai-engineer-dentsu-inc-bengaluru-2-to-4-years-240626504872
AI Engineer / Generative AI Engineer,HCLTech,"Hybrid - Hyderabad, Bengaluru",10-18 Yrs,Not Disclosed,"Generative AI, RAG, LLM, Python, NLP, LangChain, AI Engineer, GPT",2 weeks ago,3.4,47016  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-generative-ai-engineer-hcltech-hyderabad-bengaluru-10-to-18-years-230626030816
AI ENGINEER,Wipro,Bengaluru,8-10 Yrs,Not Disclosed,"Ai Engineer, Root Cause Analysis, Csat, Architecture, Product Design, Ai, Technical Leadership, Digital Transformation",2 weeks ago,3.6,66390  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-wipro-limited-bengaluru-8-to-10-years-220626905992
Generative AI Engineer,Infosys,"Hyderabad, Pune, Bengaluru",2-5 Yrs,Not Disclosed,"GEN AI, Generative Ai, Tensorflow, Artificial Intelligence, Natural Language Processing, LLM, Machine Learning, Data Bricks",3 weeks ago,3.5,49885  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-generative-ai-engineer-infosys-hyderabad-pune-bengaluru-2-to-5-years-180626005860
Responsible AI Engineer,Accenture,Bengaluru,3-6 Yrs,Not Disclosed,"machine learning, ab initio, data quality, ATCI-5076843-S1877891, ethical ai, compliance, ai, data integration",3 weeks ago,3.7,75214  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-responsible-ai-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-6-years-150626936744
AI Engineer,Infosys,Bengaluru,1-5 Yrs,Not Disclosed,"Ai Engineer, Azure, Data Engineering, Data Pipelines, Compliance, Architecture, Github, Debugging",3 weeks ago,3.5,49885  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-infosys-limited-bengaluru-1-to-5-years-150626923050
AI Engineer,Infosys,Bengaluru,1-5 Yrs,Not Disclosed,"Ai Engineer, Azure, Data Engineering, Data Pipelines, Compliance, Architecture, Github, Ai",3 weeks ago,3.5,49885  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-infosys-limited-bengaluru-1-to-5-years-150626922622
Lead AI Engineer,Coderound Ai,Bengaluru,8-13 Yrs,Not Disclosed,"Architect, Backend, Usage, Architecture, Scalability, Focus, Technical leadership, Mentor",3 weeks ago,N/A,N/A,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-lead-ai-engineer-coderound-ai-bengaluru-8-to-13-years-150626503607
Generative Ai Engineer,Tata Consultancy Services,"Pune, Bengaluru, Delhi / NCR",5-8 Yrs,Not Disclosed,"Generative Ai, Generative AI Engineer, Ai Engineer, Python, Artificial Intelligence",2 weeks ago,3.3,116795  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-generative-ai-engineer-tata-consultancy-services-pune-bengaluru-delhi-ncr-5-to-8-years-200626016780
Gen AI Engineer,Tata Consultancy Services,"Hyderabad, Bengaluru",4-9 Yrs,Not Disclosed,"Generative Ai, Langchain, Langgraph, mcp, Retrieval Augmented Generation, Artificial Intelligence, Gen, Generation",3 weeks ago,3.3,116795  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-gen-ai-engineer-tata-consultancy-services-hyderabad-bengaluru-4-to-9-years-150626010987
Generative AI Engineer,eLabs Infotech,"Hybrid - Pune, Bengaluru, Delhi / NCR",5-10 Yrs,Not Disclosed,"Agentic Ai, Open AI, Generative Ai, Software Engineering, Gen AI engineer, Data Science, Ai Algorithms, Ai Techniques",3 weeks ago,N/A,N/A,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-generative-ai-engineer-elabs-infotech-pune-bengaluru-delhi-ncr-5-to-10-years-150626002681
Generative AI engineer,Info Edge,Bengaluru,4-8 Yrs,Not Disclosed,"Generative Ai, Aiml, Al, Generative Artificial Intelligence, Machine Learning, Machine, Artificial Intelligence, Intelligence",3 weeks ago,3.8,2428  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-generative-ai-engineer-info-edge-bengaluru-4-to-8-years-150626006006
AIML Engineer ( Agentic AI) | 5+Years | Hyderabad,Magellanic Cloud,Hyderabad,5-8 Yrs,20-30 Lacs PA,"GEN AI, Agentic AI, AIML PYTHON, AZURE, GCP, RAG, LLM, AWS",2 weeks ago,3.4,63  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-aiml-engineer-agentic-ai-5-years-hyderabad-magellanic-cloud-hyderabad-5-to-8-years-250626025798
Principal AI Engineer,Aveva,"Hyderabad, Bengaluru",8-13 Yrs,Not Disclosed,"ai engineer, python, github, restful, data pipelines, prototyping, ai, aks",3 weeks ago,3.9,573  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-principal-ai-engineer-aveva-solutions-india-llp-hyderabad-bengaluru-8-to-13-years-170626931591
Generative AI Engineer,Tata Consultancy Services,"Kolkata, Chennai",6-8 Yrs,Not Disclosed,"Langchain, Devops, Langgraph, Aws Infrastructure, Retrieval Augmented Generation, Aws Cloudformation, Generative Ai, Ci/Cd",2 weeks ago,3.3,116795  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-generative-ai-engineer-tata-consultancy-services-kolkata-chennai-6-to-8-years-010626029876
Lead AI Engineer,Caratlane,Chennai,8-13 Yrs,Not Disclosed,"Algorithms, Artificial Intelligence, Machine Learning, Devops, Gpu Programming, Deep Learning, Intelligence, GPS",3+ weeks ago,4.0,1160  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-lead-ai-engineer-caratlane-chennai-8-to-13-years-250925016845
Agentic AI Engineer,Grid Dynamics,"Hyderabad, Chennai, Bengaluru",4-9 Yrs,Not Disclosed,"Ai Engineer, Automation, Compliance, Alerting, Cloud Services, Container Orchestration, Ai Development, Ai",3 weeks ago,3.2,124  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-agentic-ai-engineer-grid-dynamics-private-limited-hyderabad-chennai-bengaluru-4-to-9-years-150626938217
Gen AI Engineer,Cognizant,Chennai,7-12 Yrs,Not Disclosed,"Tensorflow, Artificial Intelligence, Data Management, Natural Language Processing, Machine Learning, Deep Learning, SQL, Data Science",3 weeks ago,3.7,62672  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-gen-ai-engineer-cognizant-chennai-7-to-12-years-150626015281
AI Engineer,Ecordon Solutions,"Noida, Sector 63",0-1 Yrs,Not Disclosed,"ai engineer, Data Engineering, ai, Machine Learning, artificial intelligence, Machine, Engineering, Data",2 weeks ago,5.0,2  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-ecordon-solutions-noida-sector-63-0-to-1-years-240626913165
Junior AI Engineer,Amlgo Labs,Gurugram,0-1 Yrs,Not Disclosed,"Computer science, Training, Basic, orchestration, data science, Machine learning, Transformers, Monitoring",2 weeks ago,4.1,9  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-junior-ai-engineer-amlgo-labs-gurugram-0-to-1-years-240626502806
AI Engineer,Quicksun Technologies,Gurugram,0-2 Yrs,3-6 Lacs PA,"Artificial Intelligence, Java, Machine Learning, Deep Learning, Ml, Python, Intelligence, Machine",3+ weeks ago,3.6,69  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-quicksun-technologies-gurugram-0-to-2-years-090626027879
Principal AI Engineer,Leading Client,Chennai,10-15 Yrs,Not Disclosed,"Gen AI, GenAI, Principal AI Engineering, LLMs, agentic architectures, PySpark, LangChain, Hugging Face",3 weeks ago,N/A,N/A,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-principal-ai-engineer-sampoorna-consultants-pvt-ltd-chennai-10-to-15-years-180626934882
AI Engineer,Careernet,Hybrid - Chennai,2-6 Yrs,Not Disclosed,"Generative AI, AI/ML, LLMs, Databricks, Python, Prompt Engineering, Data Engineering, Model Deployment",3 weeks ago,N/A,N/A,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-careernet-chennai-2-to-6-years-170626021127
Lead AI Engineer,Leading Client,Chennai,7-10 Yrs,Not Disclosed,"Gen AI, Azure, NLP, LLMs, GCP, AI Engineer, AWS, Machine Learning algorithms",3 weeks ago,N/A,N/A,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-lead-ai-engineer-sampoorna-consultants-pvt-ltd-chennai-7-to-10-years-180626936948
Lead AI Engineer,Leading Client,Chennai,8-12 Yrs,Not Disclosed,"Gen AI, AI deployment, agentic architectures, AI governance, ML engineering, Gen, Governance, Architecture",3 weeks ago,N/A,N/A,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-lead-ai-engineer-sampoorna-consultants-pvt-ltd-chennai-8-to-12-years-180626936932
AI Engineer/AI Lead,Black and white Business Solutions,Chennai,5-10 Yrs,25-30 Lacs PA,"Agentic Ai, Langgraph, llm, Retrieval Augmented Generation, Python, Langchain, Natural Language Processing, Languages",3 weeks ago,N/A,N/A,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-ai-lead-black-and-white-business-solutions-chennai-5-to-10-years-160626029655
Generative AI Engineer,Globallogic,"Noida, Gurugram, Secunderabad",5-10 Yrs,Not Disclosed,"fundamentals, kubernetes, python, natural language processing, neural networks, microsoft azure, training, machine learning",3 weeks ago,3.5,5923  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-generative-ai-engineer-globallogic-noida-gurugram-secunderabad-5-to-10-years-160626013729
AI Engineer,ASM Technologies,Bengaluru,3-7 Yrs,Not Disclosed,"Generative AI, Gen AI, ML Engineer, artificial intelligence developer, RAG, AI Engineer, Aiml, LLM",3+ weeks ago,3.4,511  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-asm-technologies-bengaluru-3-to-7-years-100626006915
AI Engineer,MSCI Services,Mumbai,1-4 Yrs,Not Disclosed,"cd, continuous integration, risk management, natural language processing, analytical, ci/cd, microsoft azure, engineering",3+ weeks ago,3.6,390  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-msci-services-mumbai-1-to-4-years-080626035052
AI Engineer,Ecolab Global Services,Bengaluru,2-4 Yrs,Not Disclosed,"ai engineer, cloud, design, ai, language models, cloud native, Languages, Artificial Intelligence",2 weeks ago,3.4,246  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-ecolab-global-services-private-limited-bengaluru-2-to-4-years-230626908987
Gen AI Engineer,ITC Infotech,Bengaluru,5-10 Yrs,Not Disclosed,"Data management, Artificial Intelligence, Cloud, System development, Python, Testing, Gen, Software testing",2 weeks ago,3.8,5043  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-gen-ai-engineer-itc-infotech-india-ltd-bengaluru-5-to-10-years-220626501578
Responsible AI Engineer,Accenture,Gurugram,3-6 Yrs,Not Disclosed,"cognitive services, microsoft azure, artificial intelligence, javascript, microsoft power automate, c#, chatbot, python",3 weeks ago,3.7,75214  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-responsible-ai-engineer-accenture-solutions-pvt-ltd-gurugram-3-to-6-years-170626931065
AI Engineer,Ecolab Global Services,Bengaluru,2-4 Yrs,Not Disclosed,"Ai Engineer, Design, Language Models, Cloud, Ai, Cloud Native, Native, Languages",3 weeks ago,3.4,246  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-ecolab-global-services-private-limited-bengaluru-2-to-4-years-160626917446
Lead AI Engineer,Medsynaptic,Pune(Shivajinagar),6-10 Yrs,Not Disclosed,"Anthropic, Docker, Retrieval Augmented Generation, Python, Gemini, Restfull Api, Ci Cd Pipeline, Postgresql",3 weeks ago,4.3,29  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-lead-ai-engineer-medsynaptic-pune-6-to-10-years-160626015970
Principal AI Engineer,Ecolab Global Services,Bengaluru,10-12 Yrs,Not Disclosed,"AI Engineering, ai engineer, GenAI solutions, design, ai, Artificial Intelligence, Engineering",3 weeks ago,3.4,246  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-principal-ai-engineer-ecolab-global-services-private-limited-bengaluru-10-to-12-years-150626938353
Responsible AI Engineer,Accenture,Pune,15-25 Yrs,Not Disclosed,"machine learning, artificial intelligence, machine learning algorithms, statistics, data munging, algorithms, python, natural language processing",3 weeks ago,3.7,75214  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-responsible-ai-engineer-accenture-solutions-pvt-ltd-pune-15-to-25-years-150626929699
Responsible AI Engineer,Accenture,Mumbai,3-8 Yrs,Not Disclosed,"ai engineer, chatbot, kubernetes, python, software development, software testing, ai, microsoft azure",3 weeks ago,3.7,75214  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-responsible-ai-engineer-accenture-solutions-pvt-ltd-mumbai-3-to-8-years-150626926489
Responsible AI Engineer,Accenture,Gurugram,3-6 Yrs,Not Disclosed,"python, machine learning, artificial intelligence, javascript, deep learning, c#, css, c++",3 weeks ago,3.7,75214  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-responsible-ai-engineer-accenture-solutions-pvt-ltd-gurugram-3-to-6-years-150626925768
Python+ Agentic AI Engineer,Cognizant,"Hybrid - Hyderabad, Pune",6-11 Yrs,Not Disclosed,"Python, Agentic Ai, gen AI, Gen, Artificial Intelligence",3 weeks ago,3.7,62672  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-python-agentic-ai-engineer-cognizant-hyderabad-pune-6-to-11-years-150626011443
lead AI Engineer,Amantya Technologies,Pune,5-8 Yrs,Not Disclosed,"Generative Ai, Deep Learning, Python, Predictive Modeling, Large Language Model, Artificial Intelligence, Machine Learning, Linear Algebra",3+ weeks ago,4.0,265  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-lead-ai-engineer-amantya-technologies-pune-5-to-8-years-110626010577
Lead AI Engineer,Simcorp,Noida,5-10 Yrs,Not Disclosed,"Talent acquisition, Relationship building, Debugging, Performance testing, Director, Investment management, Operations, Monitoring",3+ weeks ago,3.9,75  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-lead-ai-engineer-simcorp-noida-5-to-10-years-100626506300
AI Engineer / AI Developer,NetApp,Bengaluru,5-8 Yrs,Not Disclosed,"continuous integration, kubernetes, concurrent, ci/cd, scalability, redis, artificial intelligence, docker",3+ weeks ago,3.7,458  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-ai-developer-netapp-bengaluru-5-to-8-years-090626033979
Agent / AI Engineer,Zinnov Management Consulting,Bengaluru,1-4 Yrs,Not Disclosed,"ai engineer, algorithms, research and analysis, data pipelines, ai solutions, design, ai, automated testing",2 weeks ago,3.2,227  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-agent-ai-engineer-zinnov-management-consulting-pvt-ltd-bengaluru-1-to-4-years-230626507176
Agentic AI Engineer,Tata Consultancy Services,Kolkata,4-8 Yrs,Not Disclosed,"Agentic Ai, Generative Ai, AWS, Artificial Intelligence",2 weeks ago,3.3,116795  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-agentic-ai-engineer-tata-consultancy-services-kolkata-4-to-8-years-190526027773
Gen AI Engineer,Patch Infotech,Gurugram,3-8 Yrs,9-20 Lacs PA,"Agentic Ai, Gen AI, LLM, Python, Artificial Intelligence, Gen",3 weeks ago,4.0,31  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-gen-ai-engineer-patch-infotech-gurugram-3-to-8-years-160626011675
AI Engineer,Morningstar,Mumbai,2-5 Yrs,Not Disclosed,"Bigquery, Semantic, Ci/Cd, HTML, Machine Learning, Scikit-Learn, Data Bricks, Model Development",3 weeks ago,3.7,1458  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-morningstar-mumbai-2-to-5-years-150626010254
Principal AI Engineer,Stryker,Hybrid - Bengaluru,13-18 Yrs,Not Disclosed,"Ai Engineer, Azure, Automation, Compliance, Architecture, Ai, Regression, Stress Testing",3 weeks ago,3.8,479  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-principal-ai-engineer-stryker-global-technology-center-pvt-ltd-bengaluru-13-to-18-years-150626937831
AI Engineer,LG Soft India,Bengaluru,1-3 Yrs,Not Disclosed,"image processing, python, c++, natural language processing, training, object detection, numpy, machine learning",3 weeks ago,2.6,760  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-lg-soft-india-private-limited-bengaluru-1-to-3-years-170626503281
AI Engineer,ti Steps,"Hyderabad, Chennai, Bengaluru",2-5 Yrs,4-8 Lacs PA,"Pytorch, Huggingface, Ai Algorithms, Artificial Intelligence, Machine Learning, Tensorflow, Aiml, Aws Sagemaker",2 weeks ago,3.9,19  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-ti-steps-hyderabad-chennai-bengaluru-2-to-5-years-131125015641
AI Engineer,Caliber Organisation,"Chennai, Bengaluru",4-5 Yrs,Not Disclosed,"ai Engineering, python, data pipelines, ai, cloud platforms, analytics tools, data engineering, javascript",2 weeks ago,3.6,12  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-caliber-organisation-chennai-bengaluru-4-to-5-years-240626911545
AI Engineer,Applied Data Finance,"Hyderabad, Chennai, Bengaluru",2-4 Yrs,Not Disclosed,"ai engineer, ai assistants, kubernetes, mlops, python, forecasting, airflow, ai",3 weeks ago,4.3,86  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-applied-data-finance-hyderabad-chennai-bengaluru-2-to-4-years-150626918428
AI Engineer,Applied Data Finance,"Hyderabad, Chennai, Bengaluru",2-7 Yrs,Not Disclosed,"ai engineer, ai assistants, kubernetes, mlops, python, forecasting, airflow, ai",3 weeks ago,4.3,86  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-applied-data-finance-hyderabad-chennai-bengaluru-2-to-7-years-150626918099
AI Engineer,Leading Client,"Kochi, Thiruvananthapuram",3-8 Yrs,Not Disclosed,"TensorFlow, ai engineer, deep learning, python, java, natural language processing, ai, pytorch",2 weeks ago,N/A,N/A,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-elowit-technolgies-pvt-ltd-kochi-thiruvananthapuram-3-to-8-years-240626911933
Generative AI Engineer,Leading Client,"Noida, Pune",4-8 Yrs,Not Disclosed,"Generative AI, LangGraph, PyTorch, LangChain, Hugging Face, LlamaIndex, Python, TensorFlow",2 weeks ago,N/A,N/A,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-generative-ai-engineer-bizbrolly-noida-pune-4-to-8-years-240626911243
Lead AI Engineer,Indovation Lab,Mumbai(Bandra Kurla Complex),6-10 Yrs,25-30 Lacs PA,"GenAI, Agentic AI, AI, Traditional ML, LLM Evaluation, Team Management, Team, Management",3+ weeks ago,N/A,N/A,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-lead-ai-engineer-indovation-lab-mumbai-6-to-10-years-090626034628
Agentic AI Engineer,LEX NIMBLE SOLUTIONS,Hybrid - Hyderabad,6-11 Yrs,Not Disclosed,"Agentic Ai, generative ai, Amazon Bedrock, RPA Tool, Python, Artificial Intelligence, Rpa, Tools",1 week ago,N/A,N/A,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-agentic-ai-engineer-lex-nimble-solutions-hyderabad-6-to-11-years-010726031475
AI Engineer/ AI Developer,TSIT Digital,Remote,5-8 Yrs,20-30 Lacs PA,"Gen AI, React.Js, AWS, Python, Django, RAG, LLM, Flask",3 weeks ago,N/A,N/A,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-ai-developer-tsit-digital-technologies-bengaluru-5-to-8-years-150626029774
AI Engineer/ AI Developer,TSIT Digital,Remote,3-5 Yrs,10-20 Lacs PA,"Generative Ai, React.Js, AWS, Python, NLP, RAG, LLM, Artificial Intelligence",3 weeks ago,N/A,N/A,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-ai-developer-tsit-digital-technologies-bengaluru-3-to-5-years-150626028542
AI Engineer,Zensar,"Hybrid - Noida, Pune, Mumbai (All Areas)",4-6 Yrs,Not Disclosed,"Artificial Intelligence, Graphql, MCP, Langgraph, Intelligence",2 weeks ago,3.6,3059  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-zensar-noida-pune-mumbai-all-areas-4-to-6-years-180626038864
AI Engineer,Mastercard,Pune,2-6 Yrs,Not Disclosed,"Ai Engineer, Tensorflow, Predictive Modeling, Azure, Compliance, Use Cases, Regression, Llm",3 weeks ago,3.8,1025  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-mastercard-india-services-private-limited-pune-2-to-6-years-170626934444
Urgent Hiring - GEN AI Engineer,Calsoft,Pune,1-3 Yrs,Not Disclosed,"Genrative Ai, Langchain, Large Language Model, Machine Learning, Prompt Engineering, Languages, Engineering, Large",3+ weeks ago,2.8,438  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-urgent-hiring-gen-ai-engineer-calsoft-pune-1-to-3-years-110626012535
AI Engineer,Mastercard,Pune,2-6 Yrs,Not Disclosed,"Ai Engineer, Azure, Automation, Data Pipelines, Compliance, Ai, Analytics, Sql",3+ weeks ago,3.8,1025  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-mastercard-india-services-private-limited-pune-2-to-6-years-100626935237
Urgent Hiring - GEN AI Engineer,Calsoft,"Kolkata, Indore, Pune",3-5 Yrs,Not Disclosed,"Genrative Ai, Retrieval-Augmented Generation, SQL, model context Protocol, Python, LangChain, Natural Language Processing, Fast Api",3 weeks ago,2.8,438  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-urgent-hiring-gen-ai-engineer-calsoft-kolkata-indore-pune-3-to-5-years-160626017186
Lead AI Forward Engineer,Thomson Reuters,Bengaluru,10-15 Yrs,Not Disclosed,"Service management, Automation, Consulting, Flex, Workflow, System design, Windows, Distribution system",3+ weeks ago,3.7,1931  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-lead-ai-forward-engineer-thomson-reuters-india-pvt-ltd-bengaluru-10-to-15-years-100226503980
Gen AI Engineer,Orcapod Consulting Services,"Hybrid - Hyderabad, Chennai, Bengaluru",6-11 Yrs,Not Disclosed,"Retrieval Augmented Generation, LLM, AWS, Gen AI Engineer, Python, Langchain, Artificial Intelligence, Machine Learning",3+ weeks ago,N/A,N/A,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-gen-ai-engineer-orcapod-consulting-services-hyderabad-chennai-bengaluru-6-to-11-years-260326015769
AI Engineer (Agentic AI AND  GenAI),Mastech Digital,"Chennai, Bengaluru",2-7 Yrs,Not Disclosed,"Generative Ai, Machine Learning, React.Js, Retrieval Augmented Generation, Python, CrewAI, Langchain, Full Stack",2 weeks ago,N/A,N/A,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-agentic-ai-and-genai-mastech-digital-chennai-bengaluru-2-to-7-years-240626008507
Generative AI Engineer,Black and white Business Solutions,"Hyderabad, Chennai, Bengaluru",6-10 Yrs,Not Disclosed,"Generative Ai, LLM, Python, Artificial Intelligence",2 weeks ago,N/A,N/A,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-generative-ai-engineer-black-and-white-business-solutions-hyderabad-chennai-bengaluru-6-to-10-years-200626011597
Gen AI Engineer,Black and white Business Solutions,"Hyderabad, Chennai, Bengaluru",5-10 Yrs,Not Disclosed,"Generative Ai, Artificial Intelligence, Machine Learning, Python, Intelligence, Machine, Gen",3 weeks ago,N/A,N/A,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-gen-ai-engineer-black-and-white-business-solutions-hyderabad-chennai-bengaluru-5-to-10-years-130626010972
Gen AI Engineer,IT Consultancy Group,"Hybrid - Gurugram, Chennai, Bengaluru",6-8 Yrs,25-35 Lacs PA,"Multi-agent, RAG Architecture, AI Solution Evaluation, LLM, Python, Docker, Fast API, CI/CD",3 weeks ago,N/A,N/A,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-gen-ai-engineer-inimitable-solutions-gurugram-chennai-bengaluru-6-to-8-years-170626025001
AI Engineer,Black and white Business Solutions,"Hybrid - Hyderabad, Chennai, Bengaluru",6-10 Yrs,30-45 Lacs PA,"Langchain, Aiml, LLM, Python, RAG, Artificial Intelligence",3 weeks ago,N/A,N/A,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-black-and-white-business-solutions-hyderabad-chennai-bengaluru-6-to-10-years-160626022983
AI Engineer,Learningmate Solutions,Remote,2-4 Yrs,Not Disclosed,"Agentic Ai, Artificial Intelligence, Azure Machine Learning, Machine Learning, Python, Retrieval Augmented Generation, Generation, Machine",3+ weeks ago,2.9,526  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-learningmate-solutions-chennai-2-to-4-years-240226047759
AI Developer /AI Engineer,Fint Solutions,"Hybrid - Hyderabad, Chennai",6-11 Yrs,Not Disclosed,"RAG, Lang Graph, MCP, Agentic AI, Gen AI, Lang chain, LLM, Gen",3 weeks ago,4.2,92  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-developer-ai-engineer-fint-solutions-hyderabad-chennai-6-to-11-years-090626028883
AI Engineer,Bahwan CyberTek,Hybrid - Chennai,8-13 Yrs,Not Disclosed,"AI engineer, Azure Open AI, Langchain, RAG, Python, LLM, Artificial Intelligence, Microsoft Azure",3 weeks ago,3.3,730  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-bahwan-cybertek-chennai-8-to-13-years-160626026996
Vertex AI Engineer,Globant,"Hyderabad, Pune, Bengaluru",6-11 Yrs,Not Disclosed,"GCP, Vertex Ai, Bigquery, Artificial Intelligence, Machine Learning, Intelligence, Vertex, Machine",2 weeks ago,3.3,1321  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-vertex-ai-engineer-globant-hyderabad-pune-bengaluru-6-to-11-years-240626039199
AI Engineer,Aziro,Bengaluru,4-8 Yrs,Not Disclosed,"Generative Ai, Artificial Intelligence, Machine Learning, Python, Intelligence, Machine",2 weeks ago,3.5,234  Reviews,AI Engineer,2026-07-10,https://www.naukri.com/job-listings-ai-engineer-aziro-bengaluru-4-to-8-years-240626036715
